id,porosity,atmosphere,gravity,coupling,strength,shape_factor,energy,angle_rad
0,0.05250650252159777,0.993176218125488,15.153143475608113,0.7142046277157122,248668924.47941864,1.3328046333714343,1295484977.885207,0.1521606055641753
1,0.13666685198108416,0.7848500265961534,13.784978217852242,0.8836152633052967,1614619.177925435,1.1077365743065961,10488422.368205026,1.2024189691567149
2,0.24188161432064498,0.055593341978059985,19.470523972444052,0.9581821559493549,312759.9335082657,0.8608602344660728,20992494.771468055,1.071213999619707
3,0.4621595502885854,0.8399602257407002,16.114157510887768,0.6971691934965812,3911410.3794196933,1.2460606961797118,17223073.066415623,0.23433164023959074
4,0.1356541468979975,0.6644699731806114,19.402168740449895,0.8085839007099441,1360799.0885632737,0.5278394139716169,200740876.80156627,0.19026723788250155
5,0.3167829882540209,0.43034385944432574,11.337347467227188,0.7405652095917367,5680710.528677544,1.9802842912793495,1289628764.0830944,1.1838392669942632
6,0.40025814516403974,0.2775373553746089,18.357913191439113,0.7248405301715043,635710.3458301873,0.5989164895244481,61669802.41798871,0.4930752304230629
7,0.18472036608288245,0.38725728972495366,15.054673966983984,0.8096093538759339,18472669.76902485,1.3712284485362654,71861285.8145244,1.0260674429935712
8,0.3940884326799347,0.8917138941746562,16.5743116319163,0.8255998573814234,2647413.80354094,1.8553921973819847,42291481.89395845,1.2009957505438682
9,0.19013429038718138,0.5057883121998203,10.612329683284088,0.8393542330264405,509132076.357628,1.3145177623079431,2028676311.4845133,0.5920843644485596
10,0.4115109141479981,0.11565151692205733,16.650281921267002,0.6941886876047945,72233.21791114744,1.8088048969092585,35473983.5645681,0.22326292490852598
11,0.13881408444071427,0.7065245312163675,15.640940032248126,0.8746331568215296,51712112.04618463,1.0923392436159527,328426225.4430367,1.1607031850500373
12,0.18484274886756036,0.599010089017895,12.716008272415143,0.6868697209427295,125685.83063569177,1.8557364466849926,61491134.51038357,0.1311601325503345
13,0.4684184576958094,0.16114878612452954,14.576494739287646,0.8693179059975668,6352630.609706751,1.3324638980649937,132402449.16369697,1.1839693163556115
14,0.46146683029886587,0.7051888305318005,7.206844222054808,0.6605776147205746,16543223.762852997,1.776767660686343,147277887.85922414,0.4299804845484505
15,0.07505439377835235,0.5794211054737308,19.51956830006425,0.6858044667128874,967236.4361636875,1.5158937888940116,124619940.19536161,0.21931269545037257
16,0.21830103201664514,0.8220910975566065,14.500836020430292,0.7941349368330335,51441.23733990663,0.7906634005783539,1780269496.8553874,1.1114791813449594
17,0.38416647723221925,0.3080387851586113,14.360145962108499,0.7667992619538351,644398.0736312136,0.8079932019628644,23811199.211578637,1.2061286856212707
18,0.22834988397470662,0.05951912902285206,12.205060070651566,0.9072655403427625,2873696.413444744,0.5227255720752738,91612086.96150115,0.6177085425034142
19,0.2567608790726957,0.008369474692942025,12.649988363777394,0.7076191866428966,397374.90427062963,1.5339573053618234,1864288452.600996,0.3187482056908864
